transcript_file_id	transcript_file_name	transcript_aliquot_submitter_id	miRNA_file_id	miRNA_file_name	miRNA_aliquot_submitter_id	sample_id	case_id
aa47a4b6-8a36-4e6a-b62f-74a9a23bca7b	f7ad7113-a575-4dfd-9eea-b1e4ba7b3e78.rna_seq.transcriptome.gdc_realn.bam	TCGA-AA-3496-01A-21R-1839-07	ec09ff81-4be7-43cd-ae35-6d1e3973deaa	014626d7-eb0a-4999-bd8e-12383a4e6e9f.mirbase21.mirnas.quantification.txt	TCGA-AA-3496-01A-21H-1838-13	288c3d74-c236-4985-a01c-e39ccca065da	639e1050-088a-48fe-a0ef-4a01a3468cac
1575bacf-f639-4e88-8c10-9d52aebba2dd	eb5ad680-6080-41fe-982e-e46f90c3849f.rna_seq.transcriptome.gdc_realn.bam	TCGA-NH-A50U-01A-33R-A37K-07	359de0e6-8f21-4654-8dcb-2561cf32bd26	78b7fec1-b7ef-4894-86d0-ae80003ffa3d.mirbase21.mirnas.quantification.txt	TCGA-NH-A50U-01A-33H-A37P-13	289f0934-51f9-4f35-a7d1-c193142e794d	9d68516e-7e5c-403e-8aca-ea1abe0d6014
8db18318-ef7a-49eb-bd74-8fea80ff8813	085e4228-8ed7-44d7-9ab5-8a096434b650.rna_seq.transcriptome.gdc_realn.bam	TCGA-G4-6626-01A-11R-1774-07	966535de-0850-4aa9-b11b-edff326dc548	9ce0e05a-f4b1-4ed0-a1ba-6e73e8e6df5f.mirbase21.mirnas.quantification.txt	TCGA-G4-6626-01A-11H-1773-13	2913b2f9-5f05-4e40-a1e7-7d5f1e17d6ab	3aae5316-6a5d-4b83-9020-ad691d4edf99
9101eabf-2060-4881-95a3-105a4758d4d3	b25e7003-40df-4806-baee-eb8ad1c69643.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-3809-01A-01R-A278-07	cd6a1921-6c98-425b-bd0a-977880df6963	b0a1edae-2318-483e-83d8-1139f94ad3d7.mirbase21.mirnas.quantification.txt	TCGA-A6-3809-01A-01T-1021-13	2b12e104-94f6-4945-a50f-d00ef9514748	8632579e-d318-4dab-9994-d3945afc42ab
0a83e2e4-b653-44cb-85ce-646aa646c6a5	8e33d29d-23c9-48f4-89a2-d0a9b17d0081.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-6163-01A-11R-1653-07	d0249a31-fcd5-468b-94a0-7b0bf87e9cb8	8527296e-dff9-4e41-a508-d9b305e473ce.mirbase21.mirnas.quantification.txt	TCGA-CM-6163-01A-11H-1652-13	2dfa5bb3-ffde-4614-bb76-d3075819e1a3	8c043ecd-2265-411f-bc3b-dc341cf56ac2
91b1f378-de75-452c-9b91-bf46300ee76b	cabd9320-506a-4695-a18a-7c8602633f90.rna_seq.transcriptome.gdc_realn.bam	TCGA-T9-A92H-01A-11R-A37K-07	f441c81d-83a6-4962-bed9-ab50d8a9113c	42c6ab46-2591-48e7-a81b-44399723852d.mirbase21.mirnas.quantification.txt	TCGA-T9-A92H-01A-11H-A37P-13	2dfb4a43-f4e9-4de6-a385-f96e754d982e	81a7184e-f9f5-4e3f-9603-5f5642386c1e
a2524e56-2555-44ec-af35-c67a75fe2ca3	f825534d-5882-4efe-a32e-af56741854f6.rna_seq.transcriptome.gdc_realn.bam	TCGA-G4-6314-01A-11R-1723-07	4404a6b1-6a96-4672-b726-5060c853334b	25ecf602-0cba-4343-962b-002ac30ad513.mirbase21.mirnas.quantification.txt	TCGA-G4-6314-01A-11H-1722-13	2e058edb-ab27-4016-9240-1dc9e103894b	abe658e0-33f9-4f57-849b-dec4d20964d6
c1022844-bcac-4065-91de-a56752389835	c27efb38-3f6d-4dd1-b591-d2bea872d35f.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6929-01A-31R-1928-07	fdbf53f4-7506-4ef0-bc76-c96c35e53697	756d37c2-4608-4625-ba84-4aece044e2ac.mirbase21.mirnas.quantification.txt	TCGA-D5-6929-01A-31H-1927-13	2ec2a1ce-591e-4e42-8f1a-7dea0b737cf2	64b0461f-038d-4712-948e-818dc2f10eef
98456a58-5495-4936-a997-f4d19cc96c6e	767fc312-2c66-43f7-b78e-bf79e03e3a0a.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6928-01A-11R-1928-07	e624c1d1-42e0-4cc4-a7a2-979b92ae2cba	23383459-77f9-4d10-8ff6-c83615a37d9d.mirbase21.mirnas.quantification.txt	TCGA-D5-6928-01A-11H-1927-13	2fcfeba3-1455-43c1-b10f-1559fd0e03cf	eecaa5cd-0b69-4af2-a782-035025f207b6
c949e692-e69a-4c78-a10a-63d0ab8cd335	e074ff82-1def-4bfc-8293-6b69f8984046.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-5664-01A-21R-1839-07	52f3d9f7-3b46-43a2-bbae-41e30d06334e	d6154796-9307-4501-9963-a37f9833dd69.mirbase21.mirnas.quantification.txt	TCGA-A6-5664-01A-21H-1838-13	3048539a-b914-4e43-b1cc-43ea707e3b3d	f88c0259-58ff-4bcc-a777-7705cdbd8213
6c6b8365-083b-4fc6-8f28-e127c34f365b	5af838ac-ab79-41c0-81fb-168cf9b1cf50.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A1D6-01A-21R-A155-07	5733f74a-23c6-41d1-8886-3cdaec17f7e5	b89bc160-f05a-431f-9bf5-f1e1d1cdfe8a.mirbase21.mirnas.quantification.txt	TCGA-DM-A1D6-01A-21H-A154-13	31ee769f-14d5-4cc3-b25f-76ca354bdb1b	eb191e71-4b6e-4c8d-8348-519be5a1e657
aa46df7a-3190-4812-8136-968c66abdf0e	549d8df6-cdec-42fa-9951-ffd98ecee10f.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-6137-01A-11R-1774-07	9b218c1b-8754-4920-af26-1e459c4a6ef7	caa9f7f4-67f6-4cc3-92b6-d7aa69ecb11a.mirbase21.mirnas.quantification.txt	TCGA-A6-6137-01A-11H-1773-13	32fc9332-a9fd-47f6-9dee-6413e58e8cce	326c1637-ea91-4006-b440-d38420af1ae5
78765bfe-0f31-431e-b6eb-b5ce210e84df	64935b9c-623d-40d4-bd89-f2af006b1f92.rna_seq.transcriptome.gdc_realn.bam	TCGA-RU-A8FL-01A-11R-A37K-07	f010001d-2c7d-44b5-b637-81d0bec55a5f	ea5e4dd1-8cf4-448a-a494-2df251e67e3e.mirbase21.mirnas.quantification.txt	TCGA-RU-A8FL-01A-11H-A37P-13	33754280-57c0-45b7-8f33-984ceb7ddffb	5f6ed48b-3b5a-4d20-8fbf-c9aa3feea186
36a21b3b-72cc-4888-bfe7-814276b51019	fd49c74b-2a85-46cd-aaa0-dbd2f1284947.rna_seq.transcriptome.gdc_realn.bam	TCGA-QG-A5YX-01A-11R-A28H-07	c8495b65-2d90-4713-8bce-2d75a7d0d80a	168b0eff-f855-47b6-91eb-d41034555911.mirbase21.mirnas.quantification.txt	TCGA-QG-A5YX-01A-11H-A28I-13	346253c0-8e8b-459b-a6d5-03da9586578f	300fff5a-0f61-402d-b845-3938ba7b1294
959d1afe-1bf7-4e7f-9a8e-3822c7ff73c1	39857506-1b61-498b-aee6-b8d80f66db1b.rna_seq.transcriptome.gdc_realn.bam	TCGA-CK-4947-01B-11R-1653-07	ddb138c9-4ece-4791-bd34-c41995fa9ce4	b7c909c7-4c29-4ccd-b18d-1a51f393e35d.mirbase21.mirnas.quantification.txt	TCGA-CK-4947-01B-11H-1652-13	353ef4f3-1c2e-4f6c-a6c9-2e4404c62efe	73f9681a-f9ef-4880-bd16-93624fd117c6
48da5203-97c7-4ebf-88ab-1d7496243a6e	d719788d-0c64-4488-bb84-ab5536d31a03.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6535-01A-11R-1723-07	a0469fcd-2905-4c28-bd0a-5e313c816eca	f2ead0cb-8730-47f9-aced-54e2ac93f060.mirbase21.mirnas.quantification.txt	TCGA-D5-6535-01A-11H-1722-13	383f29d6-7db7-42a3-a2f3-fb69dca65f83	a123dc45-e427-461e-8d60-c51307aa498c
8d486198-3670-4198-a1a3-02e3b461cf7f	1f1b77a0-a237-47d7-b672-320c327517a3.rna_seq.transcriptome.gdc_realn.bam	TCGA-QG-A5Z2-01A-11R-A28H-07	af022f01-cb64-434d-913f-2196ef1cab15	936b7f5e-8f2a-41b4-bfac-76164a2564a3.mirbase21.mirnas.quantification.txt	TCGA-QG-A5Z2-01A-11H-A28I-13	3d753b5b-8e33-4307-9321-e4ad4821f3bf	84959e50-17f5-4f2b-8e0c-5ebb139d2c3a
22034b72-fb6a-4e15-801e-c7fb50ba572d	37784b02-1e45-4806-b4c3-2b3ad50dbfb3.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A1HB-01A-21R-A180-07	e5654e88-3f7d-4f0e-916d-ee936623fe56	43b27816-e587-4425-a52c-db6f7a633e65.mirbase21.mirnas.quantification.txt	TCGA-DM-A1HB-01A-21H-A17X-13	40b2b04e-371d-42ef-905e-5b9006384a65	8c0894fb-5e78-40ae-be0b-329ca30f758a
29f4bd21-789c-46e1-be19-eba86fe3da81	67da6843-b0fe-4ff9-8cef-a66e606c8f54.rna_seq.transcriptome.gdc_realn.bam	TCGA-G4-6320-01A-11R-1723-07	bb7d9134-9c0f-4b92-8b02-7a60d4906969	61071f73-13fe-4a33-b1bd-d622aa874b3d.mirbase21.mirnas.quantification.txt	TCGA-G4-6320-01A-11H-1722-13	40dd997d-cfdf-46f9-9c0a-f238b8d6f758	da21e143-dbf6-4ac7-8872-f1d9ae39512d
b88ca096-13d2-48c8-aa91-b4d9a91d4b9b	798dbd1d-9df6-42ab-8fe9-c48e416b3ec1.rna_seq.transcriptome.gdc_realn.bam	TCGA-AA-3655-01A-02R-1723-07	76a6312d-9dec-4d7e-9707-c9762e925086	0a0583f9-0dc0-4e4f-8c88-198b9ca08a30.mirbase21.mirnas.quantification.txt	TCGA-AA-3655-01A-02T-1722-13	41192387-8da9-4bd2-be0f-f74157e7bab9	31a3877d-3e82-450e-811f-3448b06f3950
4a7435c2-9b85-4023-bf65-e46c3d9dbc0a	bf312cd5-e251-4d63-95b5-c379b3ef5ded.rna_seq.transcriptome.gdc_realn.bam	TCGA-AA-3663-01A-01R-1723-07	5c57efcb-7954-4406-92e5-8254cc3a1a81	6912a25b-9d65-4b7d-8629-5deeed732cc2.mirbase21.mirnas.quantification.txt	TCGA-AA-3663-01A-01T-1722-13	41411fc2-420a-425f-94bd-01a52a0402e0	c21d2c68-920f-4526-b754-286579c049f3
0fed6193-11fe-493d-a61f-9185c3559685	bbebd6d9-66e6-4aa3-bf80-13b7836fe206.rna_seq.transcriptome.gdc_realn.bam	TCGA-5M-AATA-01A-31R-A41B-07	1eb9db2d-8415-4719-9e23-13f4fa3861a2	9f18f931-9400-4b10-97f0-62bc00d1e563.mirbase21.mirnas.quantification.txt	TCGA-5M-AATA-01A-31H-A41D-13	41811365-ecd2-4729-be59-d734763a9892	a9e4b6db-8b4b-4345-a4a1-d63175eb0174
e01751f5-539b-49c2-9afb-9a97cbf5d445	f4535f36-11ce-4dd8-8337-5158b682d85c.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A28F-01A-11R-A32Y-07	0b18c8e2-97c2-4550-9283-87e8f5310a2f	cdd8a243-9f28-46f4-a8dd-94880a2f76c9.mirbase21.mirnas.quantification.txt	TCGA-DM-A28F-01A-11H-A16S-13	418736a4-00d2-406b-a625-0d15726713ca	022f39e9-57ee-4b2b-8b3a-8929e3d69a37
4450a0c1-2446-4c04-a3c0-623598057415	9ef8ac96-eaba-447f-ac45-aa44f2182c50.rna_seq.transcriptome.gdc_realn.bam	TCGA-AZ-6600-01A-11R-1774-07	29a7ae1c-3018-4298-8767-693392a5498c	e02fe9b4-e28a-4fc0-af23-df1f3ff9270a.mirbase21.mirnas.quantification.txt	TCGA-AZ-6600-01A-11H-1773-13	41a03a2c-133a-4d97-a7a5-f32ff8b2b697	aee20b98-df51-4ead-86cc-0d5f60a74b90
57dcc262-36ad-4a0a-9482-f6fd6f8b0f0f	c7a22797-676e-4f10-a51d-e3ee91a29a21.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-6138-01A-11R-1774-07	3c084c46-3a60-4a90-b22f-d8154ac69a32	219c883a-a482-406e-bf63-c296ff3411b0.mirbase21.mirnas.quantification.txt	TCGA-A6-6138-01A-11H-1773-13	4410c7ed-286b-4452-bf3e-782673177b97	4ad9784e-1edc-4186-9b45-4dfe0003f74b
442cddd4-8bd8-4cec-a0d6-17147bf2ce35	a9e8922f-fd6c-412d-85f5-40f5ea9b5455.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-A56B-01A-31R-A28H-07	e11c5e67-f1d4-404a-9c9a-fb3954bff9dc	659eae36-9fb1-4a3d-80a8-edac2509f158.mirbase21.mirnas.quantification.txt	TCGA-A6-A56B-01A-31H-A28I-13	4425892c-8c35-4f6c-b531-1ec510ad19d2	74a0264d-1d31-430d-9a88-e7334c8aa96c
e9f69698-cab9-4074-9422-69868867f95e	65fc5187-8157-4af4-b4a5-6f6c2eca70ca.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-5860-01A-01R-1653-07	cc10aa63-746a-4bd6-872a-3aa17f99b0ab	8f148423-12c4-403f-8f40-f665e9d48d3f.mirbase21.mirnas.quantification.txt	TCGA-CM-5860-01A-01T-1652-13	445d5e8c-db8d-44f4-b3d0-d1857cb2ef48	96e013d9-8e89-46a7-8d07-bae95af36708
f7caac42-3243-430d-a993-345290300eeb	88d93a8f-77d0-44e0-a58e-19f2c546afcf.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-6677-01A-11R-1839-07	d9064caa-822e-456a-a690-1a9829fbaa5d	e86a015d-1bad-459c-9abf-f720ccde888e.mirbase21.mirnas.quantification.txt	TCGA-CM-6677-01A-11H-1838-13	44e7b873-77d5-463c-91d2-cea206ee4391	a85e8208-a6f5-4e91-8f35-ef574f4273fc
d6584f2c-6517-4423-b9f9-7f36d82748eb	8027196b-a80b-4759-872d-b72c98905451.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-5665-01A-01R-1653-07	dc1f29c3-da40-492d-ab5f-2a16994f6aec	e17b1426-32d0-43d7-9274-d922fb8055f9.mirbase21.mirnas.quantification.txt	TCGA-A6-5665-01A-01T-1652-13	4582b393-8635-4b82-871b-1fa117abfece	4c6c8d3d-e4a3-490a-9211-cfbe7e6ee25b
61822317-92b1-4e72-aaa9-40515d3dd413	9f9dec84-0c2c-4f85-8024-b8fb1de1eb81.rna_seq.transcriptome.gdc_realn.bam	TCGA-G4-6317-02A-11R-2066-07	5605dd48-f6ad-4ad0-aac7-c4763d2f47bc	dd46a4b3-0d1a-49fc-b7a2-712f4379d187.mirbase21.mirnas.quantification.txt	TCGA-G4-6317-02A-11H-2065-13	45c8544c-ec60-447e-91ee-62e41e72a82f	cee553c8-460d-436b-b55d-8f41624816cc
1db558aa-152c-4249-a23d-66d9311f3ea0	52bfcfee-5de0-4e8f-9f11-7a643858bcb0.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6541-01A-11R-1723-07	8a60788d-352b-44dd-8e6a-51b72cd26352	7763ebf6-d0d5-4cf4-876c-da65a3e306e6.mirbase21.mirnas.quantification.txt	TCGA-D5-6541-01A-11H-1722-13	46f8f339-748f-4fcd-aeee-6ead28bc5010	39aec099-a33e-47a4-a602-cbf65ddd3830
36438e8f-36c1-491e-bd1c-069e6878f5f9	f22cfa82-a346-4fed-bc81-21a29bf990ee.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-6654-01A-21R-1839-07	5b6b6a80-0bd5-4085-ae17-fc7814326e18	455d3ab9-0865-46e5-b8cb-02fe77edc4e6.mirbase21.mirnas.quantification.txt	TCGA-A6-6654-01A-21H-1838-13	47bf3623-a304-48a1-8651-71b6ed41d886	81e7cca8-2d71-4446-9692-872c2fe68d0a
3d413a9e-7c37-4cd1-a977-ef2c9f45ad1b	080d03cb-01ea-4dc7-af41-12e3f3877283.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A1D4-01A-21R-A155-07	352406d6-7b4c-4547-9a57-2286f5464389	84e42e48-1447-49c7-9198-88b24e814603.mirbase21.mirnas.quantification.txt	TCGA-DM-A1D4-01A-21H-A154-13	49075fad-2d3b-4732-8d6f-7c61cbb76372	849442d3-eb82-416e-9d36-2fc15dfac67a
51fcea23-3731-40f3-97cf-3dbb90e9f1db	eb67b977-b299-4bbc-b3f6-25d516473405.rna_seq.transcriptome.gdc_realn.bam	TCGA-AY-A71X-01A-12R-A37K-07	775aa26a-50ee-4b54-bc1a-83cb5fca78c9	9bd697b0-7616-4e57-8cad-2f83115c1337.mirbase21.mirnas.quantification.txt	TCGA-AY-A71X-01A-12H-A37P-13	4c09ff32-902b-4d36-bdf7-f4d3399c059f	d4da3298-3a02-44a6-bdcd-d260f38e520b
b10b74ca-e7d2-48f6-8dba-7d18b89885d5	37cb9185-9334-45cc-8afe-6aea6784aaba.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-5539-01A-01R-1653-07	e676b904-812b-4ef8-8391-da9dfeed3537	9bdc38ab-0bb7-45cc-812c-bf03d8b933c6.mirbase21.mirnas.quantification.txt	TCGA-D5-5539-01A-01T-1652-13	4cf1fa0f-6a00-4037-94d1-d5ce2012b2f5	15d1b0fb-5c5f-4689-94f5-b33120a2bfae
f2bd671a-1f17-4613-80cc-23bfb7a1194c	46a6f49d-2ab8-41fb-ba8c-951a160e5d08.rna_seq.transcriptome.gdc_realn.bam	TCGA-AD-6964-01A-11R-1928-07	eb2fefd4-1e1e-443b-b104-37c728cbcea7	be3c9484-e5b3-4280-9917-ffc2325e1349.mirbase21.mirnas.quantification.txt	TCGA-AD-6964-01A-11H-1927-13	4d16e41a-b100-4080-a759-1f62e54c1c91	5e7074a6-5011-4dc5-950c-41365dbc6d09
974588d0-e1c1-4a93-8429-3f20f2ed57dc	ac271c9e-4219-4880-ad89-0df6d5df0bb4.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-5537-01A-21R-1928-07	012845ea-34bb-4d9c-993e-2ccc9bfc6c92	1ee8831b-acae-48ef-82e0-8d204ee0e493.mirbase21.mirnas.quantification.txt	TCGA-D5-5537-01A-21H-1927-13	4e0e61b3-003a-482d-8749-a7b33be4a4c8	ae6b315f-3f78-4695-adfa-48b0bbab2c89
97fe29a5-78cf-4a69-91bb-6201bf937390	0357aa51-9436-4923-9b1e-eb22bdf647df.rna_seq.transcriptome.gdc_realn.bam	TCGA-G4-6294-01A-11R-1774-07	a3ec96e6-ba1e-45f4-8d3b-8b058749de8b	6c14c1b9-df91-4b53-8fb0-2a22a23724d5.mirbase21.mirnas.quantification.txt	TCGA-G4-6294-01A-11H-1773-13	4f4d9529-09e0-4a0d-8a9f-0060b643444d	41f8c9fd-ae52-4458-886b-faf37de77dd0
4b1dc7d7-2e17-416f-a19d-2cc55b24bc04	e0464181-da72-4a14-9039-a396843c39f2.rna_seq.transcriptome.gdc_realn.bam	TCGA-AA-3526-01A-02R-A32Z-07	106a5bc2-f03b-40a9-bb40-07e6d32ec53c	43d3f82b-7a8f-4a76-8f44-45550c60dde3.mirbase21.mirnas.quantification.txt	TCGA-AA-3526-01A-02T-0822-13	5049aeb6-44d3-4e4a-ad30-5dc99c903039	88e64f45-adc4-4223-9838-4d7d45b8f0c0
131b4e5e-de8f-4632-9ac1-7fc1b33c15af	90242448-2567-4d5b-b015-43c0ce31f0ad.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6530-01A-11R-1723-07	51a178d2-3549-4eea-840d-910324602a4c	3eccd45c-b664-400f-9ed3-e0425b5e9ee8.mirbase21.mirnas.quantification.txt	TCGA-D5-6530-01A-11H-1722-13	50560725-c72d-4bab-b602-5e50e6bececd	f89bbd17-c732-4847-b71c-a8627a702747
f69b2a29-3129-456d-958f-71012602bc0a	9f5f50f9-3524-4767-94d3-d89dca19f7ca.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-2686-01A-01R-A32Z-07	6c310a7f-a025-4e93-949c-1df9657878bf	8bcc9bcc-1427-43c7-bbcf-c5c0cf162f7c.mirbase21.mirnas.quantification.txt	TCGA-A6-2686-01A-01T-1409-13	510e5040-0834-4b92-9277-d60b523a22e8	19d1a5fc-3ce9-4e43-a364-a4150bcf911b
af08036d-b408-44ba-bebc-80a3d284a447	5ab068b1-411a-4083-a1ab-3ca7569a54a0.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6532-01A-11R-1723-07	9f109b6a-f0c5-44f5-a320-629318d8d075	75e9b770-4ccf-43b0-ba51-4079b646f1a6.mirbase21.mirnas.quantification.txt	TCGA-D5-6532-01A-11H-1722-13	5191b678-f7e1-42f4-a995-aa6abe5fd976	ac13d568-f79e-4ba7-b7bf-18e4354e0920
eb8dca18-90e9-4827-8690-5c6cefc7bd25	4e2a5058-c190-49de-97f4-0ba7be7ebfe8.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-5666-01A-01R-1653-07	a23737c1-5c83-40d5-b187-e3519f303534	30906d94-1653-4d6a-8e59-e96c75a5967c.mirbase21.mirnas.quantification.txt	TCGA-A6-5666-01A-01T-1652-13	528f5c3e-6b0f-48e7-a57b-56ccd1ec2352	25c3201a-3dd5-4edf-ad09-104e5c10663e
5c6475e3-594f-4eea-b729-86d2b9abf538	09f3976d-4e95-41b4-bc0b-27eea3e20bb3.rna_seq.transcriptome.gdc_realn.bam	TCGA-AA-3489-01A-21R-1839-07	5ffe7140-8a99-4c2e-a323-a1156ac43c52	cffc7974-f188-4859-a6b7-160edd1cf7a6.mirbase21.mirnas.quantification.txt	TCGA-AA-3489-01A-21H-1838-13	52b17bb5-0476-4d64-9865-c01309b58144	b95720b1-aa00-4c6a-b202-3350d035829f
13335c50-9194-4151-b690-178668ad258e	1ac3f1b2-5b83-470c-b1d3-d35d813f3e65.rna_seq.transcriptome.gdc_realn.bam	TCGA-AY-A54L-01A-11R-A28H-07	f48f962a-f0d7-4b0c-89b2-d33a27a5b3d4	53784ced-bb20-41a3-a2ca-d63becf5475f.mirbase21.mirnas.quantification.txt	TCGA-AY-A54L-01A-11H-A28I-13	52efbeb4-7b23-4c49-92f9-931a3eb99055	d8e9ea52-ff28-4626-baa3-71350fd53ddf
78345440-c916-4da5-84a1-cdb4d50cc299	de2e0c63-0c2d-43af-a006-7d84557a1c3c.rna_seq.transcriptome.gdc_realn.bam	TCGA-AZ-6603-01A-11R-1839-07	3fed47c1-feca-45af-9987-b9de796e02f7	fbaf6056-f76c-4197-afb0-9bc1c328961c.mirbase21.mirnas.quantification.txt	TCGA-AZ-6603-01A-11H-1838-13	5321bcc9-a2a0-4671-875a-b1153ff47e13	56d5b0b9-9093-4286-a2c6-7faa9a1680f5
89461ef6-f323-41ea-81d6-9a52467532ad	7e314d4a-7158-4d60-a431-013abe183071.rna_seq.transcriptome.gdc_realn.bam	TCGA-5M-AAT6-01A-11R-A41B-07	01ee1b69-b7f0-48d6-b91f-af81cb3792df	e20c9c5c-7dc9-4e72-b7a7-cda81eaa6caf.mirbase21.mirnas.quantification.txt	TCGA-5M-AAT6-01A-11H-A41D-13	54cf4c36-eb20-41da-990a-2f6230d62cbf	ce00896a-f7d2-4123-bb95-24cb6e53fc32
0e9d2f98-2737-41cd-aedf-1124283aba26	77f39159-497c-47a0-bc8a-fb05dcd1826b.rna_seq.transcriptome.gdc_realn.bam	TCGA-CK-6746-01A-11R-1839-07	fdceb900-c3e2-4df4-9892-5be307cfeb0e	a8c39ada-c03e-4bf6-9095-ca1d38880c27.mirbase21.mirnas.quantification.txt	TCGA-CK-6746-01A-11H-1838-13	559a6934-457d-44c7-a418-dff196995fcf	a6f98ee5-9638-4ebe-804b-fba54aea9f90
40143a5e-33be-4a7d-ac9a-6e7836b4c81e	3a957f25-6238-495b-97a8-383d1d89c411.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6932-01A-11R-1928-07	fc5c63a3-45e4-4fef-ab87-f8add64d2307	eda68b6d-5a05-4cee-9af6-880388549558.mirbase21.mirnas.quantification.txt	TCGA-D5-6932-01A-11H-1927-13	5673c112-6eb1-41b3-a797-c9ffff67632c	131e0571-de86-415f-b3fb-dc9f971258d3
6b00ab72-9cfe-4dd4-bb93-f745cc6c4bb7	4108a871-c064-4537-9331-e59798d7d492.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-5348-01A-21R-1723-07	35d2eaa7-46e2-4bb4-bd8d-8bed84893751	bcb70506-537f-49ad-8bd9-256c53017850.mirbase21.mirnas.quantification.txt	TCGA-CM-5348-01A-21H-1722-13	57267a5a-de07-49eb-8021-91f2c3aa8e44	b89267a4-0e6b-401e-85b0-e66775858aa6
7c182cfc-56ce-4190-b1d7-67f14b99eeaa	e94b6daf-3aed-4496-b64b-1b1a7d8e2011.rna_seq.transcriptome.gdc_realn.bam	TCGA-CA-5255-01A-11R-1839-07	d16fad46-a6ab-4987-b779-f65af3d8c07e	896abcb5-fd39-4a92-9c78-441aacadf821.mirbase21.mirnas.quantification.txt	TCGA-CA-5255-01A-11H-1838-13	5747e3d1-3c16-4c85-be2e-bfab9584d61b	563d67a1-f1ba-4722-aa2d-9b35b1689468
18f313b7-41c3-43f8-8cd2-faef2eba1278	4fd42f6e-b04a-4726-b35f-a19d17a6e7bb.rna_seq.transcriptome.gdc_realn.bam	TCGA-F4-6808-01A-11R-1839-07	b5aeb1a6-535d-4cf0-b82f-f9b8676ab720	9db18730-cde6-4a92-b9aa-364d9808ae8d.mirbase21.mirnas.quantification.txt	TCGA-F4-6808-01A-11H-1838-13	582f2b5d-ed8e-4f78-b116-76ec00bee2d4	4a785dc7-f5f6-4607-a19d-e6354b2fb5a9
ee497fc7-cdb7-410e-870a-8ff906320e10	811374dd-0c33-420a-b397-7749d6a66ffe.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-5349-01A-21R-1723-07	305be005-d4ef-4ffe-aa64-509b759195b0	c12579e7-672b-45bc-b35b-6c4c709249f8.mirbase21.mirnas.quantification.txt	TCGA-CM-5349-01A-21H-1722-13	59a3ebb6-0bc0-4790-99bf-3caf74cb5c6e	227f945f-76fd-4a63-9609-d4e730a3d22a
17c9a450-6f0a-437a-a639-b1e7e43b6be4	f755bd47-f8ff-4847-9b8e-7d36b7b84155.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A28A-01A-21R-A32Y-07	36475af0-1cc8-47fc-b7b6-73cf2a5c82d2	8b2dd6af-6b82-4a43-9395-8227e1c1e557.mirbase21.mirnas.quantification.txt	TCGA-DM-A28A-01A-21H-A16S-13	5ab15b14-d6c2-4900-add7-24e3b8df2680	9b2c325c-1f03-43c7-ad5c-b49c6d205635
d4537287-4caf-4a81-aab2-5d8143e76c29	3383d8e1-d61d-4346-a589-007ad2829e36.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-6679-01A-11R-1839-07	5a4cf630-db64-4e3f-9146-9e67ccba05f0	983b6ce7-af5d-492f-aff9-798195e93375.mirbase21.mirnas.quantification.txt	TCGA-CM-6679-01A-11H-1838-13	5b04ee05-9488-4141-9178-fb0a101492bd	76e96b5a-b565-42c7-a651-34d5132e6dde
4bf6d27c-a3d3-4c86-8bb9-7d7a378f8247	0c5e45df-149d-4667-8154-312c5e6f246b.rna_seq.transcriptome.gdc_realn.bam	TCGA-AA-3713-01A-21R-1723-07	f5a69da2-1c70-42d2-90dd-b18297c4ee4d	cef2e9e3-add6-4978-89e5-2b64d856d4ad.mirbase21.mirnas.quantification.txt	TCGA-AA-3713-01A-21H-1722-13	5bd478fc-a97d-413f-a4f8-7d24c305334f	57a2044d-20cc-4d02-b268-ce570a0fabe3
